level_0,index,Wiki ID,Freebase ID,Movie name,Release date,Revenue,Runtime,Languages,Genres,Noms_Pays,Continent
456,1023,31987584,/m/0gvt9f5,The Last Bastion,1984-11-06,,360.0,"{""/m/02h40lc"": ""English Language""}","{""/m/02p0szs"": ""Historical fiction"", ""/m/03hn0"": ""Historical drama"", ""/m/082gq"": ""War film""}",Australia,Oceania
594,1346,570743,/m/02r4y1,Down to Earth,2001-02-12,71186502.0,87.0,"{""/m/02h40lc"": ""English Language""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy""}",Australia,Oceania
610,1372,4461403,/m/0c3qlm,"Hey, Hey, It's Esther Blueburger",2008-03-20,,103.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0219x_"": ""Indie"", ""/m/03q4nz"": ""World cinema"", ""/m/01j1n2"": ""Coming of age"", ""/m/01z4y"": ""Comedy"", ""/m/07s9rl0"": ""Drama"", ""/m/0vgkd"": ""Black comedy"", ""/m/02b5_l"": ""Teen""}",Australia,Oceania
610,1372,4461403,/m/0c3qlm,"Hey, Hey, It's Esther Blueburger",2008-03-20,,103.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0219x_"": ""Indie"", ""/m/03q4nz"": ""World cinema"", ""/m/01j1n2"": ""Coming of age"", ""/m/01z4y"": ""Comedy"", ""/m/07s9rl0"": ""Drama"", ""/m/0vgkd"": ""Black comedy"", ""/m/02b5_l"": ""Teen""}",New Zealand,Oceania
622,1401,21132938,/m/05c13wg,The Square,2008-07-31,,106.0,"{""/m/02h40lc"": ""English Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie"", ""/m/03q4nz"": ""World cinema""}",Australia,Oceania
622,1401,21132938,/m/05c13wg,The Square,2008-07-31,,106.0,"{""/m/02h40lc"": ""English Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie"", ""/m/03q4nz"": ""World cinema""}",New Zealand,Oceania
639,1431,9088886,/m/027x7z5,Queen of the Damned,2002-01-10,45479110.0,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/03npn"": ""Horror"", ""/m/060__y"": ""Film adaptation"", ""/m/01hmnh"": ""Fantasy"", ""/m/04rlf"": ""Music""}",Australia,Oceania
650,1461,1597728,/m/05fggt,Love's Brother,2004-02-05,,103.0,"{""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/05p553"": ""Comedy film""}",Australia,Oceania
786,1759,224069,/m/01gmvl,The Price of Milk,2000-09-13,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/03q4nz"": ""World cinema"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/03rzvv"": ""Romantic fantasy""}",Australia,Oceania
786,1759,224069,/m/01gmvl,The Price of Milk,2000-09-13,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/03q4nz"": ""World cinema"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/03rzvv"": ""Romantic fantasy""}",New Zealand,Oceania
887,1966,142443,/m/011yl_,Shine,1996-01-21,35892330.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/017fp"": ""Biography"", ""/m/03q4nz"": ""World cinema"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/04rlf"": ""Music"", ""/m/03bxz7"": ""Biographical film"", ""/m/02l7c8"": ""Romance Film""}",Australia,Oceania
887,1966,142443,/m/011yl_,Shine,1996-01-21,35892330.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/017fp"": ""Biography"", ""/m/03q4nz"": ""World cinema"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/04rlf"": ""Music"", ""/m/03bxz7"": ""Biographical film"", ""/m/02l7c8"": ""Romance Film""}",New Zealand,Oceania
900,1997,29585621,/m/0fpk482,Wiggle Time,1993-07-20,,32.0,{},"{""/m/02hmvc"": ""Short Film""}",Australia,Oceania
904,2003,6449600,/m/0g5tf0,Kenny,2006-08-17,,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0l4h_"": ""Mockumentary"", ""/m/01z4y"": ""Comedy"", ""/m/03q4nz"": ""World cinema"", ""/m/0219x_"": ""Indie""}",Australia,Oceania
904,2003,6449600,/m/0g5tf0,Kenny,2006-08-17,,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0l4h_"": ""Mockumentary"", ""/m/01z4y"": ""Comedy"", ""/m/03q4nz"": ""World cinema"", ""/m/0219x_"": ""Indie""}",New Zealand,Oceania
928,2042,23454959,/m/06w9m4r,Stork,1971-12-27,,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/05p553"": ""Comedy film""}",Australia,Oceania
991,2202,36088550,/m/0jztk0_,Lore,2012-06-09,,109.0,"{""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language""}","{""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film""}",Australia,Oceania
1065,2358,21666555,/m/07s956m,Long Weekend,2008-10-09,,88.0,{},"{""/m/0jdm8"": ""Remake"", ""/m/03npn"": ""Horror""}",Australia,Oceania
1065,2358,21666555,/m/07s956m,Long Weekend,2008-10-09,,88.0,{},"{""/m/0jdm8"": ""Remake"", ""/m/03npn"": ""Horror""}",New Zealand,Oceania
1127,2490,35655454,/m/0jkx5xz,10 Terrorists,2012-03-29,,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/05p553"": ""Comedy film""}",Australia,Oceania
1145,2534,13292846,/m/03c0tv2,Backstage,1988-03-30,,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07s9rl0"": ""Drama""}",Australia,Oceania
1152,2550,35120373,/m/0j665c6,The Story of Short Stack,2011-10-27,,67.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0jtdp"": ""Documentary""}",Australia,Oceania
1155,2555,27491558,/m/0b_zlz6,Country Town,1971-06-19,,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07s9rl0"": ""Drama""}",Australia,Oceania
1183,2640,6698816,/m/0ght_v,Hunt Angels,2006-10-06,,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/03bxz7"": ""Biographical film"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie""}",Australia,Oceania
1341,2992,2964227,/m/08gg47,The World's Fastest Indian,2005-09-10,18297790.0,127.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03k9fj"": ""Adventure"", ""/m/03q4nz"": ""World cinema"", ""/m/04228s"": ""Road movie"", ""/m/01z02hx"": ""Sports"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3mws"": ""Biopic [feature]"", ""/m/03bxz7"": ""Biographical film"", ""/m/0219x_"": ""Indie""}",New Zealand,Oceania
1363,3023,12790942,/m/02x5258,Eloise,2002-10-25,,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",Australia,Oceania
1443,3187,26513864,/m/0bh8815,Doom Runners,1997-12-20,,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/06n90"": ""Science Fiction"", ""/m/0bj8m2"": ""Children's""}",Australia,Oceania
1506,3342,19366458,/m/04n4m89,Amy,1997-09-12,,103.0,"{""/m/02h40lc"": ""English Language""}","{""/m/04rlf"": ""Music"", ""/m/07s9rl0"": ""Drama""}",Australia,Oceania
1660,3691,21757200,/m/05mtx_z,Palm Beach,1980-03-06,,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07s9rl0"": ""Drama""}",Australia,Oceania
1670,3707,21435501,/m/05f51qr,Walk Into Paradise,1956-07-27,,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/03k9fj"": ""Adventure""}",Australia,Oceania
1765,3923,20915811,/m/05b39f3,Dad and Dave Come to Town,1938-09-30,,97.0,"{""/m/02h40lc"": ""English Language""}","{""/m/01z4y"": ""Comedy""}",Australia,Oceania
1845,4101,1118809,/m/047ndx,Crocodile Dundee II,1988-05-19,239606210.0,108.0,"{""/m/02h40lc"": ""English Language""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action"", ""/m/0hj3msd"": ""Adventure Comedy"", ""/m/03k9fj"": ""Adventure"", ""/m/01z4y"": ""Comedy""}",Australia,Oceania
1888,4188,7194265,/m/0kv03f,Clubland,2007-06-28,,106.0,"{""/m/02h40lc"": ""English Language""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/03q4nz"": ""World cinema""}",Australia,Oceania
1888,4188,7194265,/m/0kv03f,Clubland,2007-06-28,,106.0,"{""/m/02h40lc"": ""English Language""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/03q4nz"": ""World cinema""}",New Zealand,Oceania
2022,4506,19847429,/m/04q0vp2,Love The Beast,2009-03-12,,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/01z02hx"": ""Sports"", ""/m/0hj3n07"": ""Culture & Society"", ""/m/017fp"": ""Biography"", ""/m/03q4nz"": ""World cinema"", ""/m/0jtdp"": ""Documentary""}",Australia,Oceania
2022,4506,19847429,/m/04q0vp2,Love The Beast,2009-03-12,,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/01z02hx"": ""Sports"", ""/m/0hj3n07"": ""Culture & Society"", ""/m/017fp"": ""Biography"", ""/m/03q4nz"": ""World cinema"", ""/m/0jtdp"": ""Documentary""}",New Zealand,Oceania
2078,4650,32784130,/m/0h3q98m,Walking with Dinosaurs 3D,2013-12-18,,,"{""/m/02h40lc"": ""English Language""}","{""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action"", ""/m/0hcr"": ""Animation""}",Australia,Oceania
2293,5121,17404922,/m/047n8xt,Bright Star,2009-05-15,14350945.0,119.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/017fp"": ""Biography"", ""/m/07s9rl0"": ""Drama"", ""/m/04xvlr"": ""Period piece""}",Australia,Oceania
2307,5146,7533751,/m/0264m96,One Night Stand,1984-05-05,,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07s9rl0"": ""Drama""}",Australia,Oceania
2348,5236,2701438,/m/07yw5c,Look Both Ways,2005-08-18,2490011.0,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0219x_"": ""Indie"", ""/m/03q4nz"": ""World cinema"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",Australia,Oceania
2348,5236,2701438,/m/07yw5c,Look Both Ways,2005-08-18,2490011.0,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0219x_"": ""Indie"", ""/m/03q4nz"": ""World cinema"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",New Zealand,Oceania
2404,5351,633883,/m/02yyfc,Two Weeks Notice,2002-12-18,199043242.0,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/0hj3nyp"": ""Workplace Comedy"", ""/m/01z4y"": ""Comedy""}",Australia,Oceania
2444,5449,705267,/m/0348n5,In the Cut,2003-10-31,23726793.0,118.0,"{""/m/02h40lc"": ""English Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/09blyk"": ""Psychological thriller"", ""/m/0glj9q"": ""Erotic thriller"", ""/m/0c3351"": ""Suspense"", ""/m/060__y"": ""Film adaptation"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02l7c8"": ""Romance Film""}",Australia,Oceania
2486,5548,15703454,/m/03nqpb7,The Ruins,2008-04-02,22375000.0,94.0,"{""/m/0349s"": ""Greek Language"", ""/m/03vsxc"": ""Maya, Yucat\u00e1n Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/06vxwl5"": ""Natural horror films"", ""/m/03npn"": ""Horror"", ""/m/0hj3n96"": ""Jungle Film"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation""}",Australia,Oceania
2570,5783,20953257,/m/05b1yt5,Kangaroo,1987-03-13,,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07s9rl0"": ""Drama""}",Australia,Oceania
2614,5877,35368470,/m/0j9pc4j,Here I Am,2011-02-26,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0hqxf"": ""Family Film"", ""/m/07s9rl0"": ""Drama""}",Australia,Oceania
2725,6120,14812463,/m/03gyr_g,A Man's Gotta Do,2004-11-04,,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3m_x"": ""Crime Comedy"", ""/m/01z4y"": ""Comedy""}",Australia,Oceania
2755,6190,262465,/m/01mypy,Mad Max 2: The Road Warrior,1981-12-24,,87.0,"{""/m/02h40lc"": ""English Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/0hn10"": ""LGBT"", ""/m/06n90"": ""Science Fiction"", ""/m/0219x_"": ""Indie"", ""/m/03q4nz"": ""World cinema"", ""/m/04228s"": ""Road movie"", ""/m/0hc1z"": ""Apocalyptic and post-apocalyptic fiction"", ""/m/02kdv5l"": ""Action"", ""/m/026ny"": ""Dystopia"", ""/m/03k9fj"": ""Adventure""}",Australia,Oceania
2899,6543,2473101,/m/07gghl,Showtime,2002-03-11,77741732.0,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0gf28"": ""Parody"", ""/m/02kdv5l"": ""Action"", ""/m/01z4y"": ""Comedy"", ""/m/03btsm8"": ""Action/Adventure""}",Australia,Oceania
3000,6777,33384315,/m/0h57441,The Cup,2011-10-13,,,"{""/m/02h40lc"": ""English Language""}","{""/m/07s9rl0"": ""Drama""}",Australia,Oceania
3062,6909,30839783,/m/0gff2sv,A Model Daughter: The Killing of Caroline Byrne,2009-11-04,,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama""}",Australia,Oceania
3081,6954,32873394,/m/0h3vf76,The Sentimental Bloke,1932-03-26,,92.0,{},"{""/m/05p553"": ""Comedy film"", ""/m/02l7c8"": ""Romance Film""}",Australia,Oceania
3093,6986,11036762,/m/02qyv3h,Iron Sky,2012-02-11,,93.0,"{""/m/02h40lc"": ""English Language"", ""/m/04306rv"": ""German Language""}","{""/m/05p553"": ""Comedy film"", ""/m/02kdv5l"": ""Action"", ""/m/06n90"": ""Science Fiction""}",Australia,Oceania
3096,6993,7086860,/m/0h3jlx,The Last Great Snail Chase,2007-04-16,,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07s9rl0"": ""Drama""}",New Zealand,Oceania
3102,7010,3677015,/m/09txzv,Where the Wild Things Are,2009-10-13,100086793.0,104.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07s9rl0"": ""Drama"", ""/m/0hqxf"": ""Family Film"", ""/m/0bj8m2"": ""Children's"", ""/m/01hmnh"": ""Fantasy"", ""/m/03k9fj"": ""Adventure""}",Australia,Oceania
3119,7053,19534959,/m/04n1drd,"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!",2008-07-28,,103.0,"{""/m/02h40lc"": ""English Language""}","{""/m/03q4nz"": ""World cinema"", ""/m/0jtdp"": ""Documentary""}",Australia,Oceania
3181,7196,12000999,/m/02vlj62,The Brave One,2007-09-06,69787663.0,122.0,"{""/m/02h40lc"": ""English Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller""}",Australia,Oceania
3191,7219,26069176,/m/0b6ngyc,Ride a Wild Pony,1975-11-02,,91.0,{},"{""/m/0hqxf"": ""Family Film"", ""/m/03k9fj"": ""Adventure""}",Australia,Oceania
3205,7254,12698041,/m/02x0xzh,One Nine Nine Four,2009-10-09,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0jtdp"": ""Documentary""}",Australia,Oceania
3227,7304,22641776,/m/05zhtt2,Samson and Delilah,2009-05-07,,101.0,"{""/m/04167hr"": ""Aboriginal Malay languages"", ""/m/02h40lc"": ""English Language""}","{""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie"", ""/m/03q4nz"": ""World cinema""}",Australia,Oceania
3231,7313,2876631,/m/088j6t,Dreamcatcher,2003-03-06,,136.0,"{""/m/02h40lc"": ""English Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation""}",Australia,Oceania
3239,7334,34460459,/m/0b7l4bm,The Sound of One Hand Clapping,1998-02-20,,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07s9rl0"": ""Drama"", ""/m/02h8pkk"": ""Family Drama"", ""/m/01j1n2"": ""Coming of age""}",Australia,Oceania
3303,7494,29630333,/m/0fpjgs7,They Found a Cave,1962-12-20,,61.0,{},"{""/m/03k9fj"": ""Adventure""}",Australia,Oceania
3339,7583,379851,/m/021fvl,The Dish,2000-09-15,,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/03p5xs"": ""Comedy of manners"", ""/m/01z4y"": ""Comedy"", ""/m/03q4nz"": ""World cinema"", ""/m/0219x_"": ""Indie""}",Australia,Oceania
3339,7583,379851,/m/021fvl,The Dish,2000-09-15,,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/03p5xs"": ""Comedy of manners"", ""/m/01z4y"": ""Comedy"", ""/m/03q4nz"": ""World cinema"", ""/m/0219x_"": ""Indie""}",New Zealand,Oceania
3356,7616,236122,/m/01j8wk,Don't Say a Word,2001-09-24,100020092.0,113.0,"{""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0c3351"": ""Suspense"", ""/m/09blyk"": ""Psychological thriller""}",Australia,Oceania
3422,7766,2511267,/m/07jzqm,Candy,2006-04-27,,108.0,"{""/m/02h40lc"": ""English Language""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie"", ""/m/03q4nz"": ""World cinema""}",Australia,Oceania
3508,7959,8877682,/m/027m_r1,The Last Days of Chez Nous,1992-10-08,,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0219x_"": ""Indie"", ""/m/02h8pkk"": ""Family Drama"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/0hj3nbk"": ""Marriage Drama"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film""}",Australia,Oceania
3522,7988,21493329,/m/05h34x0,My First Wife,1984-09-13,,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07s9rl0"": ""Drama""}",Australia,Oceania
3582,8126,4792606,/m/0cnkj2,Sione's Wedding,2006-03-30,,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy"", ""/m/03q4nz"": ""World cinema""}",New Zealand,Oceania
3630,8239,35724504,/m/0jt3ybp,Blinder,2013-01-24,,,"{""/m/02h40lc"": ""English Language""}","{""/m/07s9rl0"": ""Drama""}",Australia,Oceania
3665,8309,286850,/m/01q40v,Holy Smoke!,1999-09-04,1765545.0,115.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie"", ""/m/01z4y"": ""Comedy""}",Australia,Oceania
3804,8622,1072075,/m/043h78,Scooby-Doo,2002-06-08,275650703.0,88.5,"{""/m/02h40lc"": ""English Language""}","{""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/02n4kr"": ""Mystery"", ""/m/01z4y"": ""Comedy"", ""/m/0c031k6"": ""Live action"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n2s"": ""Fantasy Comedy"", ""/m/0hj3n26"": ""Family-Oriented Adventure""}",Australia,Oceania
3847,8711,4362616,/m/0bz7r9,Mallboy,2001-01-25,,,"{""/m/02h40lc"": ""English Language""}","{""/m/07s9rl0"": ""Drama""}",Australia,Oceania
3895,8821,173944,/m/017gm7,The Lord of the Rings: The Two Towers,2002-12-05,926047111.0,179.0,"{""/m/05p2d"": ""Old English language"", ""/m/02h40lc"": ""English Language""}","{""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/06l3bl"": ""Epic"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/060__y"": ""Film adaptation"", ""/m/07s9rl0"": ""Drama"", ""/m/02kdv5l"": ""Action"", ""/m/0520_cy"": ""Sword and sorcery films""}",New Zealand,Oceania
3928,8898,34983379,/m/0fprx4f,Scobie Malone,1975-10-03,,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/02n4kr"": ""Mystery""}",Australia,Oceania
4027,9129,17071185,/m/03d3w8f,Fraught,2007-05-19,,8.0,"{""/m/02h40lc"": ""English Language""}","{""/m/02hmvc"": ""Short Film"", ""/m/0hcr"": ""Animation"", ""/m/0jtdp"": ""Documentary""}",Australia,Oceania
4086,9272,10367777,/m/02q9l2t,Kangaroo Palace,1997-05-25,,,"{""/m/02h40lc"": ""English Language""}","{""/m/0hj3n0w"": ""Ensemble Film"", ""/m/07s9rl0"": ""Drama""}",Australia,Oceania
4140,9371,957792,/m/03tbg6,Cats & Dogs,2001-07-04,200687492.0,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0hj3n2s"": ""Fantasy Comedy"", ""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action""}",Australia,Oceania
4144,9388,28558349,/m/0cz8ltt,Suing the Devil,2011-08-11,,,{},"{""/m/01jfsb"": ""Thriller"", ""/m/05p553"": ""Comedy film"", ""/m/07s9rl0"": ""Drama""}",Australia,Oceania
4146,9394,13181068,/m/02zbh51,Kado kendo,2007-09-06,,100.0,"{""/m/097kp"": ""Indonesian Language""}","{""/m/07s9rl0"": ""Drama""}",Australia,Oceania
4176,9446,28387614,/m/0c3qrs_,The Finished People,2004-12-08,,80.0,{},"{""/m/07s9rl0"": ""Drama""}",Australia,Oceania
